1,425949412.3181214
2,133345299.30210328
3,1.0000000000299494
4,1.0000000000038478
5,933.769897129979
6,1.0000000000000004
7,387845.39867468696
8,78.8523524388861
9,1090.4446979849142
10,1.0000000011423564
11,10749.043636390454
12,16.615484739239985
13,4990476.471418448
14,1.5001726149516854
15,1.00206310892334
16,4.682031662140409
17,88575.39519565534
18,1.000000000917414
19,1.0
20,1.0237749147327324
21,54334.86657409429
22,1.0000000291534756
23,1422.0166847671635
24,1.1710686581396441
25,74662948.16256586
26,1.0005947952925172
27,1.0002972985403369
28,1383800767542.2974
29,14.89857616086025
30,2.2485607144058704
31,1.0000003204037469
32,2304295867901.7983
33,12.675055138530539
34,8.119368819865418e+20
35,1.004493661484102
36,980513794389.3472
37,43.29653732009549
38,1.000000000011952
39,10.264941013727135
40,4.72886997274018e+16
41,1365192.689106488
42,1.0000000000018994
43,1.0020979339890295
44,239419811998.14078
45,1.3819384289004901
46,1.00000000000042
47,1.000064021939943
48,1.014766007155813
49,1.0009072374465988
50,1.0573974203518066
51,2424.5803835548213
52,1440147710.7091365
53,36.963016307099764
54,1.5020777613992397e+21
55,10137.729917248087
56,167373.81467011583
57,1.0000000000000124
58,3862.518982405835
59,1.0000000000794564
60,1.0000001720665899
61,4.1452423768651816e+16
62,1.3736819681814703
63,10281.05634012974
64,1.000000000000722
65,3460615.546871454
66,1.0000000007121488
67,1.0006252752093956
68,1.0516458066764907
69,1.7785896594962844
70,1.0008933425461308
71,1132476482525373.5
72,1.0008980883525471
73,24.253034188349552
74,86.38633298384426
75,1.0000069391527326
76,268290.4077551931
77,1.0818315093025417
78,1.0000000000000007
79,1.0000000000198155
80,1.0000013362522324
81,129.89350782857022
82,1.000020627185423
83,1.0066787454197736
84,1.0
85,84721638300329.05
86,1.0002392530880893
87,693701255238.5614
88,28.726858925694888
89,1.000006168140733
90,574009032.1588851
91,349080.21922535397
92,77220308655840.02
93,81.15972063100578
94,1.000020922369957
95,6.2169773970422755
96,470982.66701660876
97,2003.571734160477
98,1.00022666738929
99,31.266292654977608
100,1426885009516907.2
101,1.0000000190899916
